20160831,235958,H,粤BCJ969,113.903648,22.529385,0.0,10,0,1
20160831,235957,H,粤BV6Z41,114.129715,22.546947,0.0,55,0,1
20160831,235958,H,粤BZ2W47,113.934349,22.542667,44.0,267,1,1
20160831,235951,H,粤B3SR00,114.114098,22.585531,28.0,235,0,1
20160831,235957,H,粤B4H7K5,114.136047,22.620417,26.0,220,0,1
20160831,235958,H,粤B4WK56,114.011650,22.667868,0.0,287,0,1
20160831,235948,H,粤B9W4F5,114.099449,22.543016,25.0,166,1,1
20160831,235953,H,粤B9W5F2,114.111649,22.541901,0.0,104,1,1
20160831,235958,H,粤B1SU13,114.056999,22.530001,0.0,256,0,1
20160831,235958,H,粤B1SU13,114.056999,22.530001,0.0,256,0,1
20160831,235958,H,粤B3SU48,113.972504,22.540400,12.0,0,0,1
20160831,235957,H,粤B437WV,113.834930,22.618999,0.0,341,0,1
20160831,235958,H,粤B475WZ,114.053551,22.524982,0.0,112,0,1
20160831,235958,H,粤B287YU,113.930435,22.524250,70.0,270,0,1
20160831,235958,H,粤B3WW07,114.016602,22.639715,17.0,5,0,1
20160831,235957,H,粤B1NQ25,114.038582,22.598185,61.0,318,1,1
20160831,235957,H,粤B6WK50,114.252701,22.715134,0.0,190,0,1
20160831,235958,H,粤B3SU48,113.972504,22.540400,12.0,0,0,1
20160831,235957,H,粤BP52A9,114.037949,22.613367,0.0,40,0,1
20160831,235958,H,粤B3VW95,114.121300,22.543468,0.0,210,0,1
20160831,235955,H,粤BG0P03,113.955200,22.583467,34.0,45,1,1
20160831,235908,H,粤BH2K04,114.046600,22.520300,0.0,256,0,1
20160831,235909,H,粤B4S7Z1,114.051498,22.528500,0.0,0,0,1
20160831,235959,H,粤B5P8N2,114.068298,22.531799,0.0,256,0,1
20160831,235959,H,粤B5P8N2,114.068298,22.531799,0.0,256,0,1
20160831,235909,H,粤B1AJ43,114.068901,22.573200,0.0,0,0,1
